image_path,label
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Daldinia_concentrica/2237853050-148674.JPG,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Gloeoporus_taxicola/2898620323-68374.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hypholoma_marginatum/2238569497-333118.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hygrophorus_eburneus/Hygrophorus eburneus_205841.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Fomitopsis_ochracea/Fomitopsis ochracea_132681.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Amanita_rubescens/2238527107-324805.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Ischnoderma_resinosum/2238483836-242553.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pseudohydnum_gelatinosum/2868486331-288564.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hebeloma/Hebeloma_199812.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycena_capillaripes/Mycena capillaripes_7047.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Neoboletus_luridiformis/2862702357-361465.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Gymnopilus_luteus/Gymnopilus luteus_11434.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Phlebia_radiata/2901940459-143566.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lycoperdon_echinatum/2237856870-149547.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pseudevernia_consocians/Pseudevernia consocians_56566.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Melanoleuca_cognata/2238409332-313039.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Entoloma_hirtipes/Entoloma hirtipes_67027.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_xerampelina/Russula xerampelina_177075.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Inocybe_subochracea/Inocybe subochracea_221898.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Melanelixia_fuliginosa/2427873371-269698.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Aureoboletus_roxanae/Aureoboletus roxanae_219270.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Postia_livens/Postia livens_207926.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Ciboria_rufofusca/2238206868-10119.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Aleuria_aurantia/2238563134-108548.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Panaeolus_acuminatus/2238466855-166388.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Trichaptum_biforme/Trichaptum biforme_180066.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tylopilus_alboater/Tylopilus alboater_34177.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Geastrum_michelianum/2237852304-74732.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Bispora_antennata/2237854805-149094.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Coprinellus/Coprinellus_211847.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Verpa_bohemica/Verpa bohemica_18546.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Stropharia_ambigua/Stropharia ambigua_175748.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Boletus_radicans/Boletus radicans_88287.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycena_haematopus/2238125959-80762.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Melanophyllum_haematospermum/2237854137-298349.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cerioporus_squamosus/2238547627-328514.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Rhopographus_filicinus/2452381254-125347.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula/Russula_19979.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Boletus_variipes/Boletus variipes_35248.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cladonia_uncialis/2238561257-331649.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Xylaria_polymorpha/2964210331-293942.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycena_leptocephala/2237925891-225797.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Psathyrella/Psathyrella_18634.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_aurora/2989730315-222090.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cortinarius_obtusus/2598725914-131457.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Taphrina_betulina/2238553928-32337.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Holwaya_mucida/Holwaya mucida_64706.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Sarcogyne/Sarcogyne_173647.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_vinacea/Russula vinacea_56958.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hypholoma_marginatum/2238126497-304006.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hemitomes_congestum/Hemitomes congestum_236407.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tolypocladium_ophioglossoides/Tolypocladium ophioglossoides_187263.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Clavulina_rugosa/2417207399-118782.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Trametes_versicolor/2575119437-353109.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Chroogomphus_rutilus/Chroogomphus rutilus_219386.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Amanita_augusta/Amanita augusta_58128.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Daldinia/Daldinia_150650.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Agrocybe_praecox/2238449981-239586.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Coprinopsis_picacea/2868479539-139136.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Clauzadea_immersa/Clauzadea immersa_157727.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Punctelia_rudecta/Punctelia rudecta_154103.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lactarius_vinaceorufescens/Lactarius vinaceorufescens_128747.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tricholoma_sulphureum/Tricholoma sulphureum_174466.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Gomphidius_roseus/Gomphidius roseus_101213.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Suillus_clintonianus/Suillus clintonianus_153627.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Helicoon_richoconis/Helicoon richoconis_85451.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Colletotrichum_agaves/Colletotrichum agaves_98497.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pleurotus_ostreatus/2238199828-9940.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lactarius_controversus/2238152811-230335.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lycoperdon/Lycoperdon_13165.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pleurocybella_porrigens/2238356045-161392.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Gyromitra_korfii/Gyromitra korfii_133105.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pluteus_exilis/Pluteus exilis_251239.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Phlebia_radiata/2981238419-145708.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Dialonectria_episphaeria/2238225961-233554.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Sarcoscypha_austriaca/2237857174-75741.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Paralepista_flaccida/2237932291-225941.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mutinus_caninus/2901950360-218623.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Laccaria_laccata/2251781162-337960.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Punctelia_jeckeri/2237860486-224525.JPG,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_atrorubens/2238067924-80042.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Auricularia_auricula-judae/2351007614-116852.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Epithele_typhae/Epithele typhae_44990.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_crassotunicata/Russula crassotunicata_220164.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tricholoma_murrillianum/Tricholoma murrillianum_64790.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hygrophorus_camarophyllus/Hygrophorus camarophyllus_248996.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Suillus_decipiens/Suillus decipiens_119685.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Annulohypoxylon_truncatum/Annulohypoxylon truncatum_176125.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Grifola_frondosa/Grifola frondosa_12389.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lycoperdon_echinatum/2238573664-110525.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Phlebia_rufa/2901934535-217473.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Chlorophyllum_brunneum/Chlorophyllum brunneum_128260.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Oligoporus_alni/2994399326-297693.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Strobilomyces/Strobilomyces_3042.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lactarius_vietus/2238338420-160466.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cerioporus_varius/2804911304-133133.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Puccinia_festucae/2238551733-31964.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lecanora_polytropa/2812999329-133507.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hygrophorus_flavodiscus/Hygrophorus flavodiscus_61667.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cuphophyllus_virgineus/2238361564-87547.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Chalciporus_piperatus/2238215483-10626.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Micarea_lignaria/2821602301-283426.JPG,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lactarius_quietus/2238563678-34298.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cortinarius/Cortinarius_56389.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Aureoboletus_auriflammeus/Aureoboletus auriflammeus_141438.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Calocera_cornea/2238565632-332463.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Xerocomellus_chrysenteron/2238157728-8148.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Chroogomphus/Chroogomphus_60728.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hygrocybe_chlorophana/2868482308-65377.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Umbilicaria_krascheninnikovii/Umbilicaria krascheninnikovii_45362.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Meripilus_giganteus/2238550345-179991.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Amanita_submembranacea/2237967571-227450.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Amanita/Amanita_31040.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycena_galericulata/2238580508-37716.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lachnellula_subtilissima/2237859465-150092.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Amanita_brunnescens/Amanita brunnescens_55453.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_modesta/Russula modesta_96170.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Gymnopus_dryophilus/2332527787-339647.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lepista_nuda/2964215407-369150.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Verpa_bohemica/Verpa bohemica_156841.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tuber_aestivum/2883257445-215445.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tylopilus_balloui/Tylopilus balloui_223795.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hydnum_repandum/Hydnum repandum_100035.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hebeloma_crustuliniforme/Hebeloma crustuliniforme_106155.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Protostropharia_semiglobata/2238500554-96967.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Amanita_whetstoneae/Amanita whetstoneae_54808.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pseudocraterellus_undulatus/2237926236-225807.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Phaeolepiota_aurea/2868469438-64553.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Calocybe_gambosa/2251781129-114664.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Roseodiscus_formosus/2575119826-277971.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pholiotina_cyanopus/Pholiotina cyanopus_76763.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tylopilus_plumbeoviolaceus/Tylopilus plumbeoviolaceus_216645.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Peniophora_incarnata/Peniophora incarnata_110926.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pseudoboletus_parasiticus/2238376986-236359.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tricholoma_terreum/2427873367-344974.JPG,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Psilocybe_zapotecorum/Psilocybe zapotecorum_47572.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_puellaris/Russula puellaris_104135.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Panaeolus_acuminatus/2238519153-25994.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycena/Mycena_197668.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Rickenella_fibula/Rickenella fibula_22340.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Omphalotus_illudens/Omphalotus illudens_163154.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Amanita_pseudobreckonii/Amanita pseudobreckonii_180497.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Auricularia/Auricularia_113125.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Boletus_ferrugineus/2238218645-159248.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hebeloma/Hebeloma_192181.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hypomyces_aurantius/Hypomyces aurantius_1944.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Terana_caerulea/Terana caerulea_125300.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Xerocomellus_chrysenteron/2856934340-210386.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Boletus_patrioticus/Boletus patrioticus_194136.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lentinus_tigrinus/Lentinus tigrinus_244835.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Ceratiomyxa_fruticulosa/Ceratiomyxa fruticulosa_113335.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Fuligo_septica/Fuligo septica_114130.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Amanita_solaniolens/Amanita solaniolens_58874.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Tricholoma_magnivelare/Tricholoma magnivelare_163844.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Agaricus_augustus/Agaricus augustus_237771.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Glutinoglossum_glutinosum/2238087196-228297.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Daedaleopsis_confragosa/Daedaleopsis confragosa_147671.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_vesca/2238476678-19124.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Inonotus_obliquus/Inonotus obliquus_208683.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lepista_nuda/2238575266-258967.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Jackrogersella_multiformis/2549107151-276180.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Propolis_farinosa/2549106959-127906.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Suillus/Suillus_197869.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Chlorophyllum_rhacodes/Chlorophyllum rhacodes_195017.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Stereum_hirsutum/2417207990-192987.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Schizophyllum_commune/Schizophyllum commune_130308.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hortiboletus_bubalinus/2238383419-88416.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Agaricus_augustus/2238554231-254675.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Gymnopilus_sapineus/Gymnopilus sapineus_176281.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Phaeolus_schweinitzii/2238511400-172960.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hohenbuehelia/Hohenbuehelia_26451.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cortinarius_neosanguineus/Cortinarius neosanguineus_113943.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycena_griseoviridis/Mycena griseoviridis_62365.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Clavariadelphus_occidentalis/Clavariadelphus occidentalis_177858.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lactarius_necator/2238506101-245955.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Parasola_conopilus/2452381000-199394.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Oudemansiella_megalospora/Oudemansiella megalospora_12797.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Panaeolus/Panaeolus_25936.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cladonia_humilis/2238535230-177210.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Gyromitra_esculenta/2238546905-179082.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hygrocybe_insipida/2238520807-323709.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Xanthoria_candelaria/2332527439-116214.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Trametes_hirsuta/2238448368-17026.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Geastrum_michelianum/2575118803-54993.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Hohenbuehelia/Hohenbuehelia_34895.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Pleurotus_pulmonarius/Pleurotus pulmonarius_2154.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Ascocoryne_sarcoides/2964216345-219215.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Galerina_marginata/Galerina marginata_40317.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Simocybe_haustellaris/Simocybe haustellaris_180858.jpg,Irrelevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Russula_amoenolens/Russula amoenolens_239782.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lactarius_chrysorrheus/Lactarius chrysorrheus_143592.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cheilymenia_granulata/2238522103-26410.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Spinellus_fusiger/Spinellus fusiger_11588.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Polyblastidium_japonicum/Polyblastidium japonicum_130396.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Boletus_rex-veris/Boletus rex-veris_33758.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Crepidotus_mollis/2238344436-234918.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Desarmillaria_tabescens/Desarmillaria tabescens_53014.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cyathicula_cyathoidea/2273187650-189126.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Arrhenia_obscurata/2901937509-143358.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Mycena/Mycena_43087.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Lycoperdon_marginatum/Lycoperdon marginatum_219123.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Ganoderma_adspersum/2238136604-81244.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Botryobasidium_aureum/2238587051-261580.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cortinarius_mucosus/2883259435-215547.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Scleroderma_bovista/2818079341-283021.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Phellinus_igniarius/2238586325-187366.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Bisporella_citrina/2238481125-168154.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Parasola_lactea/2238588327-336895.JPG,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Flavoparmelia_caperata/Flavoparmelia caperata_50443.jpg,Relevant
/Users/remo/repos/mushroom_master/gathering-data/Model_Data/Cortinarius_flexipes/2238330077-309459.JPG,Relevant
